"x1","x2","x3","weight"
0.05,0.625,0.325,0.12421875
0.05,0.6375,0.3125,0.1339453125
0.05,0.65,0.3,0.14325
0.05,0.6625,0.2875,0.1521328125
0.05,0.675,0.275,0.16059375
0.05,0.6875,0.2625,0.1686328125
0.05,0.7,0.25,0.17625
0.05,0.7125,0.2375,0.1834453125
0.05,0.725,0.225,0.19021875
0.05,0.7375,0.2125,0.1965703125
0.05,0.75,0.2,0.2025
0.05,0.7625,0.1875,0.2080078125
0.05,0.775,0.175,0.21309375
0.05,0.7875,0.1625,0.2177578125
0.05,0.8,0.15,0.222
0.05,0.8125,0.1375,0.2258203125
0.05,0.825,0.125,0.22921875
0.05,0.8375,0.1125,0.2321953125
0.05,0.85,0.0999999999999999,0.23475
0.05,0.8625,0.0874999999999999,0.2368828125
0.05,0.875,0.075,0.23859375
0.05,0.8875,0.0624999999999999,0.2398828125
0.05,0.9,0.0499999999999999,0.24075
0.05,0.9125,0.0374999999999999,0.2411953125
0.05,0.925,0.0249999999999999,0.24121875
0.05,0.9375,0.0125,0.2408203125
0.05,0.95,0,0.24
0.0625,0,0.9375,-0.875
0.0625,0.0125,0.925,-0.83986328125
0.0625,0.025,0.9125,-0.80525390625
0.0625,0.0375,0.9,-0.771171875
0.0625,0.05,0.8875,-0.7376171875
0.0625,0.0625,0.875,-0.70458984375
0.0625,0.075,0.8625,-0.67208984375
0.0625,0.0875,0.85,-0.6401171875
0.0625,0.1,0.8375,-0.608671875
0.0625,0.1125,0.825,-0.57775390625
0.0625,0.125,0.8125,-0.54736328125
0.0625,0.1375,0.8,-0.5175
0.0625,0.15,0.7875,-0.4881640625
0.0625,0.1625,0.775,-0.45935546875
0.0625,0.175,0.7625,-0.43107421875
0.0625,0.1875,0.75,-0.4033203125
0.0625,0.2,0.7375,-0.37609375
0.0625,0.2125,0.725,-0.34939453125
0.0625,0.225,0.7125,-0.32322265625
0.0625,0.2375,0.7,-0.297578125
0.0625,0.25,0.6875,-0.2724609375
0.0625,0.2625,0.675,-0.24787109375
0.0625,0.275,0.6625,-0.22380859375
0.0625,0.2875,0.65,-0.2002734375
0.0625,0.3,0.6375,-0.177265625
0.0625,0.3125,0.625,-0.15478515625
0.0625,0.325,0.6125,-0.13283203125
0.0625,0.3375,0.6,-0.11140625
0.0625,0.35,0.5875,-0.0905078124999999
0.0625,0.3625,0.575,-0.0701367187499999
0.0625,0.375,0.5625,-0.05029296875
0.0625,0.3875,0.55,-0.0309765625
0.0625,0.4,0.5375,-0.0121875
0.0625,0.4125,0.525,0.00607421875000008
0.0625,0.425,0.5125,0.0238085937500001
0.0625,0.4375,0.5,0.041015625
0.0625,0.45,0.4875,0.0576953125
0.0625,0.4625,0.475,0.07384765625
0.0625,0.475,0.4625,0.0894726562500001
0.0625,0.4875,0.45,0.1045703125
0.0625,0.5,0.4375,0.119140625
0.0625,0.5125,0.425,0.13318359375
0.0625,0.525,0.4125,0.14669921875
0.0625,0.5375,0.4,0.1596875
0.0625,0.55,0.3875,0.1721484375
0.0625,0.5625,0.375,0.18408203125
0.0625,0.575,0.3625,0.19548828125
0.0625,0.5875,0.35,0.2063671875
0.0625,0.6,0.3375,0.21671875
0.0625,0.6125,0.325,0.22654296875
0.0625,0.625,0.3125,0.23583984375
0.0625,0.6375,0.3,0.244609375
0.0625,0.65,0.2875,0.2528515625
0.0625,0.6625,0.275,0.26056640625
0.0625,0.675,0.2625,0.26775390625
0.0625,0.6875,0.25,0.2744140625
0.0625,0.7,0.2375,0.280546875
0.0625,0.7125,0.225,0.28615234375
0.0625,0.725,0.2125,0.29123046875
0.0625,0.7375,0.2,0.29578125
0.0625,0.75,0.1875,0.2998046875
0.0625,0.7625,0.175,0.30330078125
0.0625,0.775,0.1625,0.30626953125
0.0625,0.7875,0.15,0.3087109375
0.0625,0.8,0.1375,0.310625
0.0625,0.8125,0.125,0.31201171875
0.0625,0.825,0.1125,0.31287109375
0.0625,0.8375,0.1,0.313203125
0.0625,0.85,0.0874999999999999,0.3130078125
0.0625,0.8625,0.075,0.31228515625
0.0625,0.875,0.0625,0.31103515625
0.0625,0.8875,0.0499999999999999,0.3092578125
0.0625,0.9,0.0375,0.306953125
0.0625,0.9125,0.0249999999999999,0.30412109375
0.0625,0.925,0.0125,0.30076171875
0.0625,0.9375,0,0.296875
0.075,0,0.925,-0.85
0.075,0.0125,0.9125,-0.81065234375
0.075,0.025,0.9,-0.7719375
0.075,0.0375,0.8875,-0.73385546875
0.075,0.05,0.875,-0.69640625
0.075,0.0625,0.8625,-0.65958984375
0.075,0.075,0.85,-0.62340625
0.075,0.0875,0.8375,-0.58785546875
0.075,0.1,0.825,-0.5529375
0.075,0.1125,0.8125,-0.51865234375
0.075,0.125,0.8,-0.485
0.075,0.1375,0.7875,-0.45198046875
0.075,0.15,0.775,-0.41959375
0.075,0.1625,0.7625,-0.38783984375
0.075,0.175,0.75,-0.35671875
0.075,0.1875,0.7375,-0.32623046875
0.075,0.2,0.725,-0.296375
0.075,0.2125,0.7125,-0.26715234375
0.075,0.225,0.7,-0.2385625
0.075,0.2375,0.6875,-0.21060546875
0.075,0.25,0.675,-0.18328125
0.075,0.2625,0.6625,-0.15658984375
0.075,0.275,0.65,-0.13053125
0.075,0.2875,0.6375,-0.10510546875
0.075,0.3,0.625,-0.0803125
0.075,0.3125,0.6125,-0.05615234375
0.075,0.325,0.6,-0.032625
0.075,0.3375,0.5875,-0.00973046874999983
0.075,0.35,0.575,0.0125312500000002
0.075,0.3625,0.5625,0.0341601562500001
0.075,0.375,0.55,0.0551562500000001
0.075,0.3875,0.5375,0.0755195312500001
0.075,0.4,0.525,0.0952500000000002
0.075,0.4125,0.5125,0.11434765625
0.075,0.425,0.5,0.1328125
0.075,0.4375,0.4875,0.15064453125
0.075,0.45,0.475,0.16784375
0.075,0.4625,0.4625,0.18441015625
0.075,0.475,0.45,0.20034375
0.075,0.4875,0.4375,0.21564453125
0.075,0.5,0.425,0.2303125
0.075,0.5125,0.4125,0.24434765625
0.075,0.525,0.4,0.25775
0.075,0.5375,0.3875,0.27051953125
0.075,0.55,0.375,0.28265625
0.075,0.5625,0.3625,0.29416015625
0.075,0.575,0.35,0.30503125
0.075,0.5875,0.3375,0.31526953125
0.075,0.6,0.325,0.324875
0.075,0.6125,0.3125,0.33384765625
0.075,0.625,0.3,0.3421875
0.075,0.6375,0.2875,0.34989453125
0.075,0.65,0.275,0.35696875
0.075,0.6625,0.2625,0.36341015625
0.075,0.675,0.25,0.36921875
0.075,0.6875,0.2375,0.37439453125
0.075,0.7,0.225,0.3789375
0.075,0.7125,0.2125,0.38284765625
0.075,0.725,0.2,0.386125
0.075,0.7375,0.1875,0.38876953125
0.075,0.75,0.175,0.39078125
0.075,0.7625,0.1625,0.39216015625
0.075,0.775,0.15,0.39290625
0.075,0.7875,0.1375,0.39301953125
0.075,0.8,0.125,0.3925
0.075,0.8125,0.1125,0.39134765625
0.075,0.825,0.1,0.3895625
0.075,0.8375,0.0875,0.38714453125
0.075,0.85,0.075,0.38409375
0.075,0.8625,0.0625,0.38041015625
0.075,0.875,0.05,0.37609375
0.075,0.8875,0.0375,0.37114453125
0.075,0.9,0.025,0.3655625
0.075,0.9125,0.0125,0.35934765625
0.075,0.925,0,0.3525
0.0875,0,0.9125,-0.825
0.0875,0.0125,0.9,-0.781546875
0.0875,0.025,0.8875,-0.73883203125
0.0875,0.0375,0.875,-0.69685546875
0.0875,0.05,0.8625,-0.6556171875
0.0875,0.0625,0.85,-0.6151171875
0.0875,0.075,0.8375,-0.57535546875
0.0875,0.0875,0.825,-0.53633203125
0.0875,0.1,0.8125,-0.498046875
0.0875,0.1125,0.8,-0.4605
0.0875,0.125,0.7875,-0.42369140625
0.0875,0.1375,0.775,-0.38762109375
0.0875,0.15,0.7625,-0.3522890625
0.0875,0.1625,0.75,-0.3176953125
0.0875,0.175,0.7375,-0.28383984375
0.0875,0.1875,0.725,-0.25072265625
0.0875,0.2,0.7125,-0.21834375
0.0875,0.2125,0.7,-0.186703125
0.0875,0.225,0.6875,-0.15580078125
0.0875,0.2375,0.675,-0.12563671875
0.0875,0.25,0.6625,-0.0962109374999999
0.0875,0.2625,0.65,-0.0675234374999998
0.0875,0.275,0.6375,-0.0395742187499999
0.0875,0.2875,0.625,-0.0123632812499998
0.0875,0.3,0.6125,0.0141093750000002
0.0875,0.3125,0.6,0.0398437500000001
0.0875,0.325,0.5875,0.0648398437500001
0.0875,0.3375,0.575,0.0890976562500002
0.0875,0.35,0.5625,0.1126171875
0.0875,0.3625,0.55,0.1353984375
0.0875,0.375,0.5375,0.15744140625
0.0875,0.3875,0.525,0.17874609375
0.0875,0.4,0.5125,0.1993125
0.0875,0.4125,0.5,0.219140625
0.0875,0.425,0.4875,0.23823046875
0.0875,0.4375,0.475,0.25658203125
0.0875,0.45,0.4625,0.2741953125
0.0875,0.4625,0.45,0.2910703125
0.0875,0.475,0.4375,0.30720703125
0.0875,0.4875,0.425,0.32260546875
0.0875,0.5,0.4125,0.337265625
0.0875,0.5125,0.4,0.3511875
0.0875,0.525,0.3875,0.36437109375
0.0875,0.5375,0.375,0.37681640625
0.0875,0.55,0.3625,0.3885234375
0.0875,0.5625,0.35,0.3994921875
0.0875,0.575,0.3375,0.40972265625
0.0875,0.5875,0.325,0.41921484375
0.0875,0.6,0.3125,0.42796875
0.0875,0.6125,0.3,0.435984375
0.0875,0.625,0.2875,0.44326171875
0.0875,0.6375,0.275,0.44980078125
0.0875,0.65,0.2625,0.4556015625
0.0875,0.6625,0.25,0.4606640625
0.0875,0.675,0.2375,0.46498828125
0.0875,0.6875,0.225,0.46857421875
0.0875,0.7,0.2125,0.471421875
0.0875,0.7125,0.2,0.47353125
0.0875,0.725,0.1875,0.47490234375
0.0875,0.7375,0.175,0.47553515625
0.0875,0.75,0.1625,0.4754296875
0.0875,0.7625,0.15,0.4745859375
0.0875,0.775,0.1375,0.47300390625
0.0875,0.7875,0.125,0.47068359375
0.0875,0.8,0.1125,0.467625
0.0875,0.8125,0.1,0.463828125
0.0875,0.825,0.0874999999999999,0.45929296875
0.0875,0.8375,0.075,0.45401953125
0.0875,0.85,0.0624999999999999,0.4480078125
0.0875,0.8625,0.0499999999999999,0.4412578125
0.0875,0.875,0.0375,0.43376953125
0.0875,0.8875,0.0249999999999999,0.42554296875
0.0875,0.9,0.0125,0.416578125
0.0875,0.9125,0,0.406875
0.1,0,0.9,-0.8
0.1,0.0125,0.8875,-0.752546875
0.1,0.025,0.875,-0.7059375
0.1,0.0375,0.8625,-0.660171875
0.1,0.05,0.85,-0.61525
0.1,0.0625,0.8375,-0.571171875
0.1,0.075,0.825,-0.5279375
0.1,0.0875,0.8125,-0.485546875
0.1,0.1,0.8,-0.444
0.1,0.1125,0.7875,-0.403296875
0.1,0.125,0.775,-0.3634375
0.1,0.1375,0.7625,-0.324421875
0.1,0.15,0.75,-0.28625
0.1,0.1625,0.7375,-0.248921875
0.1,0.175,0.725,-0.2124375
0.1,0.1875,0.7125,-0.176796875
0.1,0.2,0.7,-0.142
0.1,0.2125,0.6875,-0.108046875
0.1,0.225,0.675,-0.0749375
0.1,0.2375,0.6625,-0.0426718749999999
0.1,0.25,0.65,-0.01125
0.1,0.2625,0.6375,0.019328125
0.1,0.275,0.625,0.0490625000000001
0.1,0.2875,0.6125,0.077953125
0.1,0.3,0.6,0.106
0.1,0.3125,0.5875,0.133203125
0.1,0.325,0.575,0.1595625
0.1,0.3375,0.5625,0.185078125
0.1,0.35,0.55,0.20975
0.1,0.3625,0.5375,0.233578125
0.1,0.375,0.525,0.2565625
0.1,0.3875,0.5125,0.278703125
0.1,0.4,0.5,0.3
0.1,0.4125,0.4875,0.320453125
0.1,0.425,0.475,0.3400625
0.1,0.4375,0.4625,0.358828125
0.1,0.45,0.45,0.37675
0.1,0.4625,0.4375,0.393828125
0.1,0.475,0.425,0.4100625
0.1,0.4875,0.4125,0.425453125
0.1,0.5,0.4,0.44
0.1,0.5125,0.3875,0.453703125
0.1,0.525,0.375,0.4665625
0.1,0.5375,0.3625,0.478578125
0.1,0.55,0.35,0.48975
0.1,0.5625,0.3375,0.500078125
0.1,0.575,0.325,0.5095625
0.1,0.5875,0.3125,0.518203125
0.1,0.6,0.3,0.526
0.1,0.6125,0.2875,0.532953125
0.1,0.625,0.275,0.5390625
0.1,0.6375,0.2625,0.544328125
0.1,0.65,0.25,0.54875
0.1,0.6625,0.2375,0.552328125
0.1,0.675,0.225,0.5550625
0.1,0.6875,0.2125,0.556953125
0.1,0.7,0.2,0.558
0.1,0.7125,0.1875,0.558203125
0.1,0.725,0.175,0.5575625
0.1,0.7375,0.1625,0.556078125
0.1,0.75,0.15,0.55375
0.1,0.7625,0.1375,0.550578125
0.1,0.775,0.125,0.5465625
0.1,0.7875,0.1125,0.541703125
0.1,0.8,0.1,0.536
0.1,0.8125,0.0875,0.529453125
0.1,0.825,0.075,0.5220625
0.1,0.8375,0.0625,0.513828125
